id;equipment;functieplaats;omschrijving;objecttype;geoCode;geoCode omschrijving;plaats;straat;standplaats code;standplaats;contractgebied code;contractgebied;status;equipmenttype;startpunt;eindpunt;lengte;maateenheid;naam;user status equipment;vestiging;oH-organisatie;oH-plann.groep;kostenplaats;vast actief;wijziging op;wijziging door;basis objecttype code;techniekveld;hoekverhouding kruising;aanschafdatum;eigenaar (economisch);bewapening;dikte ballast;hoofdspoor/zijspoor;profiel;smeerloze constructie;soort ballast;soort Wisselligger;generiek tekeningnummer;voegloos;monitoring;aangesloten wisselverwarming;operatie;producent;projectdefinitie;xY nauwkeurig begin gemeten;baanvaksnelheid goederen;baanvaksnelheid reizigers;dagtonnage reizigers;ondergrond (BAAN_ONDERGRONDWSL);in bestrating;plaatsingsdatum;kruisingnummer;datacollectie;theoretisch vervangingsjaar;afschrijvingsgroep;wissel classificatie;theoretische levensduur;bediening classificatie;beheerder;beheerder Extra Info;datum eerste plaatsing;locatie functioneel;xY nauwkeurig eind gemeten;spoorafstand;lTD tekeningnummer;economisch vervangingsjaar;technisch vervangingsjaar;inspectiejaar;hergebruikt object?;dagtonnage goederen;fictief tonnage;undersleeperpad aanwezig?;naam 3;opmerkingen;oud equipment;opmerking;naam 4;geokunststoffen;producent + type geokunststof;naam 2;naam 1
Dataset-Fysiek_object-11130073;11130073;564-308-1000312099;564 Kruising 1305K 1: 4,5;Kruising;564;Den Haag Binckhorst;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;2;Den Haag;INGB;B;23.516.000;23.516.000;;M;1305K;VRIJ;1000;1000;02B;P2308-564;;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1997 00:00;ProRail;Indirecte bevestiging;15-25 cm;Zijspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;420007;Nee;Geen;Niet van toepassing;WIJZIGEN;WBB;;BBK (<=28cm);;;;Ballast op klei/veen;Nee;1-1-1997 00:00;1305K;Dataverbetering;1-1-2032 00:00;;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;1-1-1997 00:00;BKHG;BBK (<=28cm);4,5;;31-12-2022 00:00;31-12-2021 00:00;1-1-2016 00:00;;;;;;NVT;;;;;;;
Dataset-Fysiek_object-10121382;10121382;618-308-1000311785;618 Kruising 27K 1: 9;Kruising;618;Eindhoven;Niet van toepassing;Niet van toepassing;3;Zuid;24;Eindhoven;INGB;B;58.582.000;58.582.000;;M;27K;VRIJ;1000;1000;24B;P3208-618;2019038;26-8-2019 00:00;808956;308;B;01:09;1-1-2001 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411456;Ja;Geen;Niet van toepassing;1 OP 1 VERVANGING;ONBEKEND;M-004433;Objectregistratie (<=1.5m);;;;;Nee;1-1-2001 00:00;27K;Mutaties vanuit projecten;1-1-2031 00:00;3:  40.000 < Tf <= 80.000;B:  Centr bed en middel belast;;;ProRail;Niet van toepassing;1-1-2001 00:00;EHV;Objectregistratie (<=1.5m);Afwijkende spoorafstand;411456;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-11483368;11483368;504-308-1000312145;504 Kruising 51K 1: 4,5;Kruising;504;Heerlen;Niet van toepassing;Niet van toepassing;3;Zuid;26;Maastricht;INGB;B;18.209.000;18.209.000;;M;51K;VRIJ;1000;1000;26B;P3208-504;2029323;26-8-2019 00:00;808956;308;B;01:04,5;20-10-2013 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415090;Ja;Geen;Niet van toepassing;WIJZIGEN;KLOOS OVING;M-003900;Objectregistratie (<=1.5m);;;;;Nee;20-10-2013 00:00;51K;Dataverbetering;1-1-2048 00:00;5:  5.000 < Tf <= 20.000;A:  Centr bed en intens. belast;35;IV;ProRail;Niet van Toepassing;;HRL;Objectregistratie (<=1.5m);4,5;ONBEKEND;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-10201776;10201776;603-308-1000311825;603 Kruising 101K 1: 4,5;Kruising;603;Zwolle;Niet van toepassing;Niet van toepassing;2;Noord-Oost;34;Overijssel;INGB;B;2.913.000;2.918.000;0.005000;M;101K;VRIJ;1000;1000;34B;P1108-603;2015998;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2005 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;420306;Ja;Geen;;WIJZIGEN;WBN;Z-156402;Onbekende nauwkeurigheid;40;40;999;Ballast op klei/veen;Nee;1-1-2005 00:00;101K;Dataverbetering;1-1-2058 00:00;6:  Tf <= 5.000 (lichtst bel.);C:  Centr bed en licht belast;;IV;;;1800-01-31 00: 00;;;;;;;;Nee;999;999;;;;;;;;;;
Dataset-Fysiek_object-10266423;10266423;586-308-1000311931;586 Kruising 918K 1: 4;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;4;Randstad Noord;9;Amsterdam;INGB;B;81.087.000;81.096.000;0.007000;M;918K;VRIJ;1000;1000;09B;P2108-586;2014046;26-8-2019 00:00;808956;308;B;01:04;1-1-1997 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411813;Ja;Geen;Geen;SANEREN;ONBEKEND;Z-156402;BBK (<=28cm);;;25.800;Ballastloze constructie;Nee;1-1-1997 00:00;918K;Dataverbetering;1-1-2022 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;25;I;ProRail;;;;;;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-10574302;10574302;924-308-1000311985;924 Kruising 357K 1: 9;Kruising;924;Kijfhoek;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;99;Kijfhoek;INGB;B;36.442.000;36.473.000;0.031000;M;357K;VRIJ;1000;1000;99B;P2308-924;2017504;26-8-2019 00:00;808956;308;B;01:09;1-1-1994 00:00;ProRail;Indirecte bevestiging;15-25 cm;Zijspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411033;Ja;Geen;;;WBB;R-07700E;;40;;;;;1-1-1994 00:00;357K;Mutaties vanuit projecten;1-1-2029 00:00;6:  Tf <= 5.000 (lichtst bel.);D:  Niet centraal bed. wissel;35;IV;;;;;;;;;;1-1-2025 00:00;;;;;aanvulling movaris dd 31-01-2160;NVT;;;FV-2205-110406;;;;
Dataset-Fysiek_object-10578001;10578001;924-308-1000311989;924 Kruising 1751K 1: 7;Kruising;924;Kijfhoek;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;99;Kijfhoek;INGB;B;35.555.000;35.570.000;0.015000;M;1751K;VRIJ;1000;1000;99B;P2308-924;2017528;26-8-2019 00:00;808956;308;B;01:07;1-1-1999 00:00;ProRail;Indirecte bevestiging;> 25 cm;Zijspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;413520;Ja;Geen;;;WBG WEICHENWERK BRANDENBURG;;;40;;;;;1-1-1999 00:00;1751K;Initi?le vulling;1-1-2034 00:00;6:  Tf <= 5.000 (lichtst bel.);D:  Niet centraal bed. wissel;35;IV;;;;;;;;;31-12-2020 00:00;1-1-2016 00:00;;;;;;wis. tek. W 55.04.0701;;;FV-2205-110406;;;;
Dataset-Fysiek_object-11234307;11234307;054-308-1000466030;054 Kruising 1309K 1: 9;Kruising;54;Boxtel - Eindhoven;Niet van toepassing;Niet van toepassing;3;Zuid;23;Boxtel;INGB INAC;B;47.164.000;47.192.000;0.028000;M;1309K;VRIJ;1000;1000;23B;P3208-054;;21-8-2019 00:00;P1000770;308;B;01:09;1-1-1981 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;4,60E+04;Geen;Steenslag 22/40;Hout;44176;Nee;Geen;Niet van toepassing;SANEREN;WBB;;Objectregistratie (<=1.5m);80;;;Ballast op zand;Nee;1-1-1981 00:00;1309K;Dataverbetering;1-1-2010 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;29;IV;ProRail;Niet van toepassing;1-1-1981 00:00;BET;Objectregistratie (<=1.5m);4,5;44176;31-12-2022 00:00;1-1-2199 00:00;1-1-2015 00:00;;;;;;D-001964 PLANNING;;;;;;;
Dataset-Fysiek_object-10101554;10101554;561-308-1000311729;561 Kruising 89K 1: 4,5;Kruising;561;Den Haag Laan van NOI;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;2;Den Haag;INGB;B;59.648.000;59.648.000;;M;89K;VRIJ;1000;1000;02B;P2308-561;2017046;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2006 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415090;Ja;Geen;Niet van toepassing;WIJZIGEN;WBB;;BBK (<=28cm);;;;Ballast op klei/veen;Nee;1-1-2006 00:00;89K;Dataverbetering;1-1-2066 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;60;IV;ProRail;Niet van toepassing;1-1-2006 00:00;LAA;BBK (<=28cm);4,5;;;;1-1-2025 00:00;;;;;;NVT;;;;;;;
Dataset-Fysiek_object-10201661;10201661;550-308-1000311823;550 Kruising 143K 1: 4,5;Kruising;550;Leeuwarden;Niet van toepassing;Niet van toepassing;2;Noord-Oost;36;Friesland;INGB;B;26.235.000;26.235.000;;M;143K;VRIJ;1000;1000;36B;P1108-550;2015900;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1995 00:00;ProRail;Indirecte bevestiging;< 15 cm;Hoofdspoor;5,40E+02;Geen;Ballastgrind;Hout;411813;Ja;Geen;Niet van toepassing;WIJZIGEN;ONBEKEND;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-1995 00:00;143K;Dataverbetering;1-1-2025 00:00;5:  5.000 < Tf <= 20.000;C:  Centr bed en licht belast;30;IV;ProRail;Niet van toepassing;1-1-1995 00:00;LW;Objectregistratie (<=1.5m);4,5;411813;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-10200643;10200643;011-308-1000311793;011 Kruising 67K 1: 4,5;Kruising;11;Assen - Haren;Niet van toepassing;Niet van toepassing;2;Noord-Oost;35;Drenthe;INGB;B;69.003.000;69.003.000;;M;67K;VRIJ;1000;1000;35B;P1108-937;2015101;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1975 00:00;ProRail;Indirecte bevestiging;< 15 cm;Zijspoor;4,60E+04;Geen;Ballastgrind;Hout;44170;Ja;Geen;;WIJZIGEN;WBB;Z-156402;Onbekende nauwkeurigheid;40;40;999;Ballast op zand;Nee;1-1-1975 00:00;67K;Dataverbetering;1-1-2000 00:00;6:  Tf <= 5.000 (lichtst bel.);D:  Niet centraal bed. wissel;;IV;;;1800-01-31 00: 00;;;;;;31-12-2026 00:00;1-1-2014 00:00;Nee;999;999;;;D-002263 PLANNING;;;;;;;
Dataset-Fysiek_object-10265757;10265757;527-308-1000311873;527 Kruising 927K 1: 4,5;Kruising;527;Haarlem;Niet van toepassing;Niet van toepassing;4;Randstad Noord;8;Haarlem;INGB;B;16.876.000;16.883.000;;M;927K;VRIJ;1000;1000;08B;P2108-527;2013840;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2002 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Ekos-rollen;Steenslag 31,5/50;Beton;414366;Ja;Geen;Geen;WIJZIGEN;BWG;Z-156402;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-2002 00:00;927K;Dataverbetering;1-1-2037 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;35;I;ProRail;;1800-01-31 00: 00;TS 59A-59B;;;;;;;Nee;;;;;ts 59A-59B;;;;;;;
Dataset-Fysiek_object-10266565;10266565;620-308-1000311947;620 Kruising 921K 1: 4,5;Kruising;620;Alkmaar;Niet van toepassing;Niet van toepassing;4;Randstad Noord;7;Alkmaar;INGB;B;42.270.000;42.270.000;;M;921K;VRIJ;1000;1000;07B;P2108-620;2014469;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2003 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Ekos-rollen;Steenslag 31,5/50;Beton;411793;Ja;Geen;Niet van toepassing;WIJZIGEN;Onbekend;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-2003 00:00;921K;Dataverbetering;1-1-2063 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;60;IV;ProRail;Niet van toepassing;;AMR;Objectregistratie (<=1.5m);4,35;ONBEKEND;;;;;;;Ja;;;;;;;;;
Dataset-Fysiek_object-10731646;10731646;586-308-1000312049;586 Kruising 962K 1: 4;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;4;Randstad Noord;9;Amsterdam;INGB;B;80.754.000;80.755.000;0.007000;M;962K;VRIJ;1000;1000;09B;P2108-586;2012602;26-8-2019 00:00;808956;308;B;01:04;1-1-2003 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Switchglides;Steenslag 31,5/50;Beton;412860;Ja;Geen;Geen;;ONBEKEND;Z-156402;BBK (<=28cm);;;25.800;Ballast op zand;Nee;1-1-2003 00:00;962K;Dataverbetering;1-1-2048 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;45;I;;;;ASD;;;;;;;;;;;;;;Nieuwe ballast en ballastmatten;;;;;
Dataset-Fysiek_object-10519312;10519312;542-308-1000311953;542 Kruising 1151K 1: 4,5;Kruising;542;Dordrecht;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;5;Dordrecht;INGB;B;29.037.000;29.055.000;0.018000;M;1151K;VRIJ PRCB;1000;1000;05B;P2308-542;2017629;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1994 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411793;Nee;Geen;Niet van toepassing;;WBN;K-005418;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-1994 00:00;1151K;Dataverbetering;1-1-2029 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;DDR;BBK (<=28cm);;;;;1-1-2014 00:00;;;;;;NVT;;Wijziging smering bewegende delen aangepast in project K-003703;FV-2205-110406;;;;
Dataset-Fysiek_object-10657128;10657128;586-308-1000312033;586 Kruising 2563K 1: 9;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;4;Randstad Noord;9;Amsterdam;INGB;B;80.734.000;80.763.000;0.007000;M;2563K;VRIJ;1000;1000;09B;P2108-586;2012608;26-8-2019 00:00;808956;308;B;01:09;1-1-2003 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Ekos-rollen;Steenslag 31,5/50;Beton;412832;Ja;Geen;Geen;SANEREN;ONBEKEND;Z-156402;BBK (<=28cm);40;40;25.800;Ballastloze constructie;Nee;1-1-2003 00:00;2563K;Dataverbetering;1-1-2048 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;45;I;;;;;;;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-11312721;11312721;552-308-1000312121;552 Kruising 257K 1: 9;Kruising;552;Groningen Losplaats;Niet van toepassing;Niet van toepassing;2;Noord-Oost;37;Groningen;INGB;B;83.192.000;83.192.000;;M;257K;VRIJ;1000;1000;37B;P1108-552;;26-8-2019 00:00;808956;308;B;01:09;1-1-2012 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;414581;Ja;Geen;Niet van toepassing;WIJZIGEN;KLOOS OVING;R-293200;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-2012 00:00;257K;Dataverbetering;1-1-2065 00:00;5:  5.000 < Tf <= 20.000;C:  Centr bed en licht belast;53;IV;ProRail;Niet van toepassing;1-1-2012 00:00;GNL;Objectregistratie (<=1.5m);Afwijkende spoorafstand;414581;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-11347024;11347024;135-308-1000312127;135 Kruising 269K 1: 4,5;Kruising;135;Weesp Aansl. - Lelystad Industrieterrein;Niet van toepassing;Niet van toepassing;4;Randstad Noord;11;Weesp;INGB;B;22.046.000;22.058.000;0.012000;M;269K;VRIJ;1000;1000;11B;P2108-135;2012224;26-8-2019 00:00;808956;308;B;01:04,5;29-5-2012 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;;Steenslag 31,5/50;Beton;415091;Ja;Geen;;;VOESTALPINE WBN;L-003244;;;;;;;29-5-2012 00:00;269K;Mutaties vanuit projecten;1-1-2072 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;60;IV;;;;;;;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-11452455;11452455;938-308-1000312137;938 Kruising 4535K 1: 9;Kruising;938;CUP Valburg;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;71;A15trace;INGB;B;1.292.000;1.292.000;;M;4535R/4537L;VRIJ;1000;1000;71B;;;26-8-2019 00:00;808956;308;B;01:09;1-6-2005 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;414773;Ja;Geen;Niet van toepassing;WIJZIGEN;WBN;Z-166414;BBK (<=28cm);;;;Ballast op klei/veen;Nee;1-6-2005 00:00;4535K;Dataverbetering;1-1-2040 00:00;1:  130.000 < Tf (zwaarst bel.);A:  Centr bed en intens. belast;35;IV;ProRail;;1-1-2004 00:00;BRCUP;;4,5;;;;1-1-2025 00:00;;;;;;NVT;;;;;;;
Dataset-Fysiek_object-11502868;11502868;135-308-1000312157;135 Kruising 2025K 1: 9;Kruising;135;Weesp Aansl. - Lelystad Industrieterrein;Llso;;4;Randstad Noord;11;Weesp;INGB;B;40.421.000;40.421.000;;M;2025K;VRIJ;1000;1000;11B;;;26-8-2019 00:00;808956;308;B;01:09;;ProRail;;;Hoofdspoor;;;;;415088;;;;;;;BBK (<=28cm);;;;;;1800-01-01 00: 00;2025K;Dataverbetering;;;;;;ProRail;;;LLS;BBK (<=28cm);;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-11539524;11539524;542-308-1000312177;542 Kruising 1195K 1: 4,5;Kruising;542;Dordrecht;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;5;Dordrecht;INGB;B;29.450.000;29.469.000;0.019000;M;1195K;VRIJ;1000;1000;05B;P2308-542;2017146;26-8-2019 00:00;808956;308;B;01:04,5;1-8-2015 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;411830;Ja;Geen;Niet van toepassing;;VoestAlpine;K-005418;BBK (<=28cm);;;;Ballast op zand;Nee;1-8-2015 00:00;1195K;Dataverbetering;1-1-2060 00:00;5:  5.000 < Tf <= 20.000;B:  Centr bed en middel belast;45;IV;ProRail;Niet van toepassing;;DDR;BBK (<=28cm);;;;;1-1-2030 00:00;Nee;;;Nee;;NVT;10248107;;;;;;
Dataset-Fysiek_object-11663958;11663958;543-308-1000439863;543 Kruising 177K 1: 3;Kruising;543;Hengelo;Niet van toepassing;Niet van toepassing;2;Noord-Oost;32;Twente;INGB;B;45.431.000;45.453.000;0.022000;M;177K;VRIJ;1000;1000;32B;;;26-8-2019 00:00;808956;308;B;01:03;1800-01-31 00: 00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;420024;Ja;Geen;Niet van toepassing;WIJZIGEN;WBN;D-002930;BBK (<=28cm);40;40;;Ballast op zand;Nee;22-10-2018 00:00;177K;Dataverbetering;1-1-2199 00:00;;B:  Centr bed en middel belast;;Niet van toepassing;ProRail;Niet van toepassing;22-10-2018 00:00;HGL;BBK (<=28cm);Asymmetrisch;1561697;;;;Nee;;;Nee;;;;;;geogrid + filtervlies;Tensar GEOGRIDS;;
Dataset-Fysiek_object-10201903;10201903;606-308-1000311829;606 Kruising 81K 1: 4,5;Kruising;606;Almelo;Niet van toepassing;Niet van toepassing;2;Noord-Oost;32;Twente;INGB;B;0.638000;0.638000;;M;81K;VRIJ;1000;1000;32B;P1208-606;2016108;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1998 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;410845;Ja;Geen;Niet van toepassing;WIJZIGEN;ONBEKEND;;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-1998 00:00;81K;Dataverbetering;1-1-2023 00:00;4:  20.000 < Tf <= 40.000;B:  Centr bed en middel belast;25;IV;ProRail;Niet van toepassing;1-1-1998 00:00;AML;BBK (<=28cm);4,5;;31-12-2023 00:00;31-12-2023 00:00;;;;;;;;;;;;;;
Dataset-Fysiek_object-10201453;10201453;514-308-1000311815;514 Kruising 107K 1: 4,5;Kruising;514;Nijmegen;Niet van toepassing;Niet van toepassing;2;Noord-Oost;28;Maas en Waal;INGB;B;17.027.000;17.027.000;;M;107K;VRIJ;1000;1000;28B;P1208-514;2012345;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2005 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;412829;Ja;Geen;Niet van toepassing;WIJZIGEN;ONBEKEND;;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-2005 00:00;107K;Dataverbetering;1-1-2058 00:00;5:  5.000 < Tf <= 20.000;C:  Centr bed en licht belast;53;IV;ProRail;Niet van toepassing;1-1-2005 00:00;NM;BBK (<=28cm);4,5;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-10266762;10266762;626-308-1000311951;626 Kruising 951K 1: 4,5;Kruising;626;Hoorn;Niet van toepassing;Niet van toepassing;4;Randstad Noord;6;Heerhugowaard;INGB;B;32.972.000;32.972.000;;M;951K;VRIJ;1000;1000;06B;P2108-626;2014504;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1992 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Switchglides;Steenslag 31,5/50;Hout;411793;Ja;Geen;Niet van toepassing;WIJZIGEN;Onbekend;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-1992 00:00;951K;Dataverbetering;1-1-2027 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;HN;Objectregistratie (<=1.5m);4,35;ONBEKEND;;;;;;;Ja;;;;;;;;;
Dataset-Fysiek_object-10525598;10525598;927-308-1000311969;927 Kruising 9004K 1: 4,5;Kruising;927;Watergraafsmeer;Niet van toepassing;Niet van toepassing;4;Randstad Noord;11;Weesp;INGB;B;905.455.000;905.464.000;0.009000;M;9004K;VRIJ;1000;1000;11B;P2108-927;2020142;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1994 00:00;ProRail;Indirecte bevestiging;> 25 cm;Zijspoor;5,40E+02;Ekos-rollen;Steenslag 31,5/50;Hout;411034;Ja;Geen;Niet van toepassing;WIJZIGEN;Onbekend;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-1994 00:00;9004K;Dataverbetering;1-1-2029 00:00;5:  5.000 < Tf <= 20.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;WGM;Objectregistratie (<=1.5m);4,5;GEEN LTD;31-12-2023 00:00;31-12-2023 00:00;;;;;Ja;;;;"927 Wgm krs 9004K  ""D"" (ts 3077A-3077B)";;;;;
Dataset-Fysiek_object-10664484;10664484;478-308-1000312041;478 Kruising 1227K 1: 4,5;Kruising;478;Rotterdam Europoort 4;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;4;Europoort;INGB;B;1.762.000;1.762.000;;M;1227K;VRIJ;1000;1000;04B;P2308-478;2022264;26-8-2019 00:00;808956;308;B;01:04,5;25-4-2001 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411813;Ja;Geen;Niet van toepassing;WIJZIGEN;RAILPRO;Z-166414;BBK (<=28cm);;;;Ballast op zand;Nee;25-4-2001 00:00;1227K;Dataverbetering;1-1-2036 00:00;;D:  Niet centraal bed. wissel;35;IV;ProRail;;25-4-2001 00:00;PPLG_MVTW;;4,5;;;;1-1-2025 00:00;;;;;aanvulling movaris dd 31-01-2020;NVT;;;FV-2205-110406;;;;
Dataset-Fysiek_object-11279738;11279738;606-308-1000312115;606 Kruising 85K 1: 4,5;Kruising;606;Almelo;Niet van toepassing;Niet van toepassing;2;Noord-Oost;32;Twente;INGB;B;0.635000;0.635000;;M;85K;VRIJ;1000;1000;32B;P1208-606;2016113;26-8-2019 00:00;808956;308;B;01:04,5;1-10-2011 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415091;Ja;Geen;Niet van toepassing;WIJZIGEN;WBB;D-002118;BBK (<=28cm);;;;Ballast op zand;Nee;1-10-2011 00:00;85K;Dataverbetering;1-1-2056 00:00;4:  20.000 < Tf <= 40.000;B:  Centr bed en middel belast;45;IV;ProRail;Niet van toepassing;1-10-2011 00:00;AML;BBK (<=28cm);5;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-11454139;11454139;614-308-1000312141;614 Kruising 2151K 1: 4,5;Kruising;614;s Hertogenbosch;Niet van toepassing;Niet van toepassing;3;Zuid;21;Den Bosch;INGB;B;47.873.000;47.873.000;;M;2151K;VRIJ;1000;1000;21B;;2018445;26-8-2019 00:00;808956;308;B;01:04,5;12-7-2013 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415090;Ja;Geen;Nee;WIJZIGEN;Vossloh Cogifer Kloos;R-403500;Objectregistratie (<=1.5m);60;;;Ballast op zand;Nee;12-7-2013 00:00;2151K;Dataverbetering;1-1-2048 00:00;3:  40.000 < Tf <= 80.000;A:  Centr bed en intens. belast;35;IV;ProRail;Niet van toepassing;;HT;Objectregistratie (<=1.5m);4,5;ONBEKEND;;;;;;;;;KRWL 54E1 1: 9 spafst 4,50 m;;;;;;;
Dataset-Fysiek_object-11540362;11540362;618-308-1000312185;618 Bew.Kruising 253A/B 1: 15;Kruising;618;Eindhoven;Niet van toepassing;Niet van toepassing;3;Zuid;24;Eindhoven;INGB;B;50.022.000;50.101.000;0.079000;M;253A/B;VRIJ;1000;1000;24B;P3208-618;2019195;26-8-2019 00:00;808956;308;B;01:15;17-7-2015 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Austrorollen;Steenslag 31,5/50;Beton;411478;Ja;POSS;GK.Ehv.01;;Vossloh Cogifer Kloos B.V.;M-004182;Objectregistratie (<=1.5m);40;;;Ballast op zand;Nee;17-7-2015 00:00;253A/B;Mutaties vanuit projecten;1-1-2068 00:00;3:  40.000 < Tf <= 80.000;C:  Centr bed en licht belast;53;IV;ProRail;Niet van toepassing;17-7-2015 00:00;EHV;Objectregistratie (<=1.5m);Asymmetrisch;411478;;;;Nee;;;Nee;;Beweegbaar kruis;10121448;;;;;;
