id;equipment;functieplaats;omschrijving;objecttype;geoCode;geoCode omschrijving;plaats;straat;standplaats code;standplaats;contractgebied code;contractgebied;status;equipmenttype;startpunt;eindpunt;lengte;maateenheid;naam;user status equipment;vestiging;oH-organisatie;oH-plann.groep;kostenplaats;vast actief;wijziging op;wijziging door;basis objecttype code;techniekveld;hoekverhouding kruising;aanschafdatum;eigenaar (economisch);bewapening;dikte ballast;hoofdspoor/zijspoor;profiel;smeerloze constructie;soort ballast;soort Wisselligger;generiek tekeningnummer;voegloos;monitoring;aangesloten wisselverwarming;operatie;producent;projectdefinitie;xY nauwkeurig begin gemeten;baanvaksnelheid goederen;baanvaksnelheid reizigers;dagtonnage reizigers;ondergrond (BAAN_ONDERGRONDWSL);in bestrating;plaatsingsdatum;kruisingnummer;datacollectie;theoretisch vervangingsjaar;afschrijvingsgroep;wissel classificatie;theoretische levensduur;bediening classificatie;beheerder;beheerder Extra Info;datum eerste plaatsing;locatie functioneel;xY nauwkeurig eind gemeten;spoorafstand;lTD tekeningnummer;economisch vervangingsjaar;technisch vervangingsjaar;inspectiejaar;hergebruikt object?;dagtonnage goederen;fictief tonnage;undersleeperpad aanwezig?;naam 3;opmerkingen;oud equipment;opmerking;naam 4;geokunststoffen;producent + type geokunststof;naam 2;naam 1
Dataset-Fysiek_object-10101417;10101417;555-308-1000311715;555 Kruising 279K 1: 4,5;Kruising;555;Rotterdam Centraal;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;3;Rotterdam;INGB;B;83.717.000;83.717.000;;M;279K;VRIJ;1000;1000;03B;P2308-555;2016937;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2004 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415090;Ja;Geen;Geen;WIJZIGEN;KLOOS OVING;;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-2004 00:00;279K;Dataverbetering;1-1-2049 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;1-1-2004 00:00;RTD;BBK (<=28cm);4,5;;;;1-1-2025 00:00;;;;;;NVT;;;;;;;
Dataset-Fysiek_object-10100423;10100423;950-308-1000311691;950 Kruising 207K 1: 4,5;Kruising;950;Barendrecht Vork - Rotterdam Maasvlakte;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;4;Europoort;INGB;B;7.821.000;7.821.000;;M;207K;VRIJ;1000;1000;04B;P2308-950;2022583;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1994 00:00;ProRail;Indirecte bevestiging;> 25 cm;Zijspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411813;Nee;Geen;Niet van toepassing;WIJZIGEN;WBN;Z-166414;BBK (<=28cm);;;;Ballast op klei/veen;Nee;1-1-1994 00:00;207K;Dataverbetering;1-1-2054 00:00;5:  5.000 < Tf <= 20.000;D:  Niet centraal bed. wissel;60;IV;ProRail;;1-1-1994 00:00;PPLG_WHZ;;4,5;;31-12-2021 00:00;31-12-2022 00:00;1-1-2016 00:00;;;;;aanvulling movaris dd 31-01-2247;NVT;;;FV-2205-110406;;;;
Dataset-Fysiek_object-10201550;10201550;543-308-1000311821;543 Kruising 165K 1: 4,5;Kruising;543;Hengelo;Niet van toepassing;Niet van toepassing;2;Noord-Oost;32;Twente;INGB;B;45.158.000;45.158.000;;M;165K;VRIJ;1000;1000;32B;P1208-543;2015478;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1995 00:00;ProRail;Indirecte bevestiging;< 15 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411034;Nee;Geen;Niet van toepassing;WIJZIGEN;ONBEKEND;;BBK (<=28cm);40;40;;Ballast op zand;Nee;1-1-1995 00:00;165K;Dataverbetering;1-1-2020 00:00;4:  20.000 < Tf <= 40.000;B:  Centr bed en middel belast;25;IV;ProRail;Niet van toepassing;1-1-1995 00:00;HGL;BBK (<=28cm);4,5;;31-12-2021 00:00;31-12-2020 00:00;1-1-2015 00:00;;;;;;;;;;;;;
Dataset-Fysiek_object-10201202;10201202;501-308-1000311805;501 Kruising 173K 1: 4,5;Kruising;501;Groningen;Niet van toepassing;Niet van toepassing;2;Noord-Oost;37;Groningen;INGB;B;81.008.000;81.008.000;;M;173K;VRIJ;1000;1000;37B;P1108-501;2015565;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1988 00:00;ProRail;Indirecte bevestiging;< 15 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411760;Nee;Geen;Niet van toepassing;WIJZIGEN;WBB;;Objectregistratie (<=1.5m);40;;;Ballast op zand;Nee;1-1-1988 00:00;173K;Dataverbetering;1-1-2018 00:00;4:  20.000 < Tf <= 40.000;C:  Centr bed en licht belast;30;IV;ProRail;Niet van toepassing;1-1-1988 00:00;GN;Objectregistratie (<=1.5m);4;411760;;;1-1-2014 00:00;;;;;;;;;;;;;
Dataset-Fysiek_object-10673306;10673306;514-308-1000312043;514 Kruising 906K 1: 4,5;Kruising;514;Nijmegen;Niet van toepassing;Niet van toepassing;2;Noord-Oost;28;Maas en Waal;INGB;B;18.010.000;18.010.000;;M;906K;VRIJ;1000;1000;28B;P1208-514;2016621;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2004 00:00;ProRail;Indirecte bevestiging;> 25 cm;Zijspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;420306;Ja;Geen;Niet van toepassing;WIJZIGEN;ONBEKEND;;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-2004 00:00;906K;Dataverbetering;1-1-2064 00:00;6:  Tf <= 5.000 (lichtst bel.);D:  Niet centraal bed. wissel;60;IV;ProRail;Niet van toepassing;1-1-2004 00:00;NMREP;BBK (<=28cm);4,5;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-10265567;10265567;506-308-1000311849;506 Kruising 900K 1: 9;Kruising;506;Amersfoort;Niet van toepassing;Niet van toepassing;4;Randstad Noord;12;Amersfoort;INGB;B;43.115.000;43.115.000;;M;900K;VRIJ;1000;1000;12B;P2208-506;2020150;26-8-2019 00:00;808956;308;B;01:09;1-1-2000 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Switchglides;Steenslag 31,5/50;Hout;410845;Ja;Geen;Nee;WIJZIGEN;RAILPRO;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-2000 00:00;900K;Dataverbetering;1-1-2035 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;AMF;Objectregistratie (<=1.5m);Asymmetrisch;GEEN LTD;;;;;;;Ja;;;;;;;;;
Dataset-Fysiek_object-10530281;10530281;542-308-1000311973;542 Kruising 1191K 1: 4,5;Kruising;542;Dordrecht;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;5;Dordrecht;INGB;B;29.424.000;29.424.000;;M;1191K;VRIJ;1000;1000;05B;P2308-542;2017703;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2005 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;50907-3A;Ja;Geen;Niet van toepassing;;KLOOS HOLLANDIA;;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-2005 00:00;1191K;Dataverbetering;1-1-2065 00:00;5:  5.000 < Tf <= 20.000;D:  Niet centraal bed. wissel;60;IV;ProRail;Niet van toepassing;;DDR;BBK (<=28cm);;47303;;;1-1-2025 00:00;;;;;;NVT;;;FV-2205-110406;;;;
Dataset-Fysiek_object-10636343;10636343;542-308-1000312003;542 Kruising 1247K 1: 4,5;Kruising;542;Dordrecht;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;5;Dordrecht;INGB;B;29.901.000;29.928.000;0.027000;M;1247K;VRIJ PRCB;1000;1000;05B;P2308-542;2017593;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1996 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;UNICAAT;Ja;Geen;Niet van toepassing;1 OP 1 VERVANGING;VCK;K-006020;BBK (<=28cm);;;;Ballast op zand;Nee;8-5-2017 00:00;1247K;Dataverbetering;1-1-2052 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;8-5-2017 00:00;DDR;BBK (<=28cm);Afwijkende spoorafstand;1541217;;;1-1-2013 00:00;Nee;;;Nee;;;;Ldv TVVJ 01.01.2016;FV-2205-110406;geogrid + filtervlies;Tensar GEOGRIDS;;
Dataset-Fysiek_object-10657094;10657094;586-308-1000312025;586 Kruising 917K 1: 9;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;4;Randstad Noord;9;Amsterdam;INGB;B;80.235.000;80.242.000;0.007000;M;917K;VRIJ;1000;1000;09B;P2108-586;2012631;26-8-2019 00:00;808956;308;B;01:09;1-1-2003 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Ekos-rollen;Steenslag 31,5/50;Beton;412829;Ja;Geen;Geen;SANEREN;ONBEKEND;Z-156402;BBK (<=28cm);40;40;25.800;Ballastloze constructie;Nee;1-1-2003 00:00;917K;Dataverbetering;1-1-2048 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;45;I;;;;;;;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-11130116;11130116;564-308-1000312101;564 Kruising 967K 1: 4,5;Kruising;564;Den Haag Binckhorst;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;2;Den Haag;INGB;B;23.698.000;23.698.000;;M;967K;VRIJ;1000;1000;02B;P2308-564;;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1982 00:00;ProRail;Indirecte bevestiging;> 25 cm;Zijspoor;4,60E+04;Geen;Steenslag 22/40;Beton;415090;Nee;Geen;Niet van toepassing;1 OP 1 VERVANGING;Vossloh/Kloos;K-006021;BBK (<=28cm);;;;Ballast op klei/veen;Nee;15-9-2018 00:00;967K;Mutaties vanuit projecten;1-1-2047 00:00;;D:  Niet centraal bed. wissel;29;IV;ProRail;Niet van toepassing;15-9-2018 00:00;BKHK;BBK (<=28cm);4,5;;;;1-1-2016 00:00;Nee;;;Nee;;NVT;;;;geogrid + filtervlies;;;
Dataset-Fysiek_object-11506165;11506165;478-308-1000312161;478 Kruising 1033K 1: 9;Kruising;478;Rotterdam Europoort 4;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;4;Europoort;INGB;B;0.412000;0.458000;0.046000;M;K_FF-GG;VRIJ;1000;1000;04B;;;26-8-2019 00:00;808956;308;B;01:09;1-4-2014 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;414581;Ja;Geen;Niet van toepassing;WIJZIGEN;voestalpine WBN BV;Z-166414;BBK (<=28cm);;;;Ballast op zand;Nee;1-4-2014 00:00;1033K;Dataverbetering;1-1-2074 00:00;2:  80.000 < Tf <= 130.000;D:  Niet centraal bed. wissel;60;IV;ProRail;;1-4-2014 00:00;PPLG_MVT;;4,5;;;;1-1-2025 00:00;;;;;;NVT;;;;;;;
Dataset-Fysiek_object-10101418;10101418;555-308-1000311717;555 Kruising 520K 1: 4,5;Kruising;555;Rotterdam Centraal;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;3;Rotterdam;INGB;B;83.305.000;83.305.000;;M;520K;VRIJ;1000;1000;03B;P2308-555;2016938;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1979 00:00;ProRail;Gedeeltelijk dir bevestiging;15-25 cm;Zijspoor;4,60E+04;Geen;Steenslag 31,5/50;Hout;44170;Nee;Geen;Geen;WIJZIGEN;RAILPRO;K-003905;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-1979 00:00;520K;Dataverbetering;1-1-2008 00:00;6:  Tf <= 5.000 (lichtst bel.);D:  Niet centraal bed. wissel;29;IV;ProRail;Niet van toepassing;1-1-1979 00:00;RTD_5M-8M;BBK (<=28cm);4,5;;;;1-1-2017 00:00;;;;;;NVT;;Houten dwarsligger vernieuwd >50% zonder ballast jaar 2010;;;;;
Dataset-Fysiek_object-10657098;10657098;586-308-1000312027;586 Kruising 905K 1: 9;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;4;Randstad Noord;9;Amsterdam;INGB;B;80.235.000;80.242.000;0.007000;M;905K;VRIJ;1000;1000;09B;P2108-586;2012633;26-8-2019 00:00;808956;308;B;01:09;1-1-2003 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Ekos-rollen;Steenslag 31,5/50;Beton;412827;Ja;Geen;Geen;SANEREN;ONBEKEND;Z-156402;BBK (<=28cm);40;40;25.800;Ballast op zand;Nee;1-1-2003 00:00;905K;Dataverbetering;1-1-2048 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;45;I;;;;;;;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-11014872;11014872;817-308-1000312091;817 Kruising 1205K 1: 4,5;Kruising;817;Vlissingen Sloehaven;Niet van toepassing;Niet van toepassing;3;Zuid;18;Goes;INGB;B;115.680.000;115.687.000;0.007000;M;1205;VRIJ;1000;1000;18B;P3108-817;;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2008 00:00;ProRail;Indirecte bevestiging;< 15 cm;Zijspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415090;Ja;Geen;;WIJZIGEN;WBN;Z-156402;Onbekende nauwkeurigheid;40;40;999;;;1-1-2008 00:00;1205K;Dataverbetering;1-1-2068 00:00;6:  Tf <= 5.000 (lichtst bel.);C:  Centr bed en licht belast;;IV;;;1800-01-31 00: 00;;;;;;;;Nee;999;999;;;;;;;;;;
Dataset-Fysiek_object-11545733;11545733;586-308-1000312191;586 Kruising 904K 1: 9;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;4;Randstad Noord;9;Amsterdam;INGB;B;80.316.000;80.323.000;0.027000;M;904K;VRIJ;1000;1000;09B;P2108-586;2012632;26-8-2019 00:00;808956;308;B;01:09;14-3-2013 00:00;ProRail;Indirecte bevestiging;> 25 cm;Zijspoor;5,40E+02;Ekos-rollen;Steenslag 31,5/50;Beton;412827;Ja;Geen;Geen;WIJZIGEN;BWG;Z-156402;BBK (<=28cm);40;40;;;Nee;30-9-2015 00:00;904K;Dataverbetering;1-1-2075 00:00;6:  Tf <= 5.000 (lichtst bel.);D:  Niet centraal bed. wissel;60;IV;;;;;;;;;;;;;;;;RVO: 80821299/US:  j130144-HS;10657096;;;;;;
Dataset-Fysiek_object-11650245;11650245;560-308-1000416554;560 Kruising 41A-R-K 1: 4,5;Kruising;560;Den Haag Centraal;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;2;Den Haag;INGB;B;24.951.000;24.951.000;;M;41A-R-K;VRIJ;1000;1000;02B;;;26-8-2019 00:00;808956;308;B;01:04,5;1800-01-31 00: 00;ProRail;Indirecte bevestiging;;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;420306;Ja;Geen;Niet van toepassing;NIEUWBOUW;WBB;;BBK (<=28cm);;;;Ballast op klei/veen;Nee;1-1-2006 00:00;41A-R-K;Dataverbetering;;;;;Niet van toepassing;ProRail;Niet van toepassing;1-1-2006 00:00;GVC;BBK (<=28cm);Afwijkende spoorafstand;;;;;Nee;;;;;Spoorafstand 6,25m;;;;;;;
Dataset-Fysiek_object-10657073;10657073;506-308-1000312015;506 Kruising 909K 1: 9;Kruising;506;Amersfoort;Niet van toepassing;Niet van toepassing;4;Randstad Noord;12;Amersfoort;INGB;B;44.319.000;44.319.000;;M;165BA;VRIJ;1000;1000;12B;P2208-506;2020157;26-8-2019 00:00;808956;308;B;01:09;1-1-2004 00:00;ProRail;Indirecte bevestiging;> 25 cm;Zijspoor;5,40E+02;Switchglides;Steenslag 31,5/50;Beton;414111;Ja;Geen;Nee;WIJZIGEN;Onbekend;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-2004 00:00;909K;Dataverbetering;1-1-2064 00:00;5:  5.000 < Tf <= 20.000;D:  Niet centraal bed. wissel;60;IV;ProRail;Niet van toepassing;;AMF;Objectregistratie (<=1.5m);Asymmetrisch;GEEN LTD;;;;;;;Ja;;;;506 Amf krs 909K (ts 175A-175B);;;;;
Dataset-Fysiek_object-10101175;10101175;534-308-1000311705;534 Kruising 1053K 1: 4,5;Kruising;534;Leiden Centraal;Ledn;;5;Randstad Zuid;1;Leiden;INGB;B;45.545.000;45.564.000;0.019000;M;1053K;VRIJ;1000;1000;01B;P2308-534;2017059;26-8-2019 00:00;808956;308;B;01:04,5;1-4-1993 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;411813;Ja;Geen;;WIJZIGEN;RAILPRO;K-006003;Onbekende nauwkeurigheid;;80;11.317;Ballast op zand;Nee;1-11-2018 00:00;1053K;Mutaties vanuit projecten;1-1-2028 00:00;2:  80.000 < Tf <= 130.000;B:  Centr bed en middel belast;;IV;ProRail;;1-11-2018 00:00;;;4,5;415090;1-1-2017 00:00;1-1-2019 00:00;1-1-2015 00:00;Nee;12.618;999;Nee;;NVT;;;FV-2205-110406;geogrid + filtervlies;Tensar GEOGRIDS;;
Dataset-Fysiek_object-10120566;10120566;513-308-1000311751;513 Kruising 141K 1: 4,5;Kruising;513;Geldermalsen;Niet van toepassing;Niet van toepassing;3;Zuid;22;Geldermalsen;INGB;B;26.268.000;26.268.000;;M;141K;VRIJ;1000;1000;22B;P3108-513;2018774;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2009 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411034;Ja;Geen;Nee;WIJZIGEN;KLOOS OVING;M-003301;Objectregistratie (<=1.5m);60;;;Ballast op zand;Nee;1-1-2009 00:00;141K;Dataverbetering;1-1-2044 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;GDM;Objectregistratie (<=1.5m);4,5;ONBEKEND;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-10120668;10120668;517-308-1000311755;517 Kruising 91K 1: 4,5;Kruising;517;Venlo;Niet van toepassing;Niet van toepassing;3;Zuid;27;Venlo;INGB;B;69.478.000;69.478.000;;M;91K;VRIJ;1000;1000;27B;P3208-517;2018977;24-9-2019 00:00;1016222;308;B;01:04,5;1-1-1988 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;44170;Nee;Geen;Niet van toepassing;1 OP 1 VERVANGING;WBN;M-004462;Objectregistratie (<=1.5m);60;;;Ballast op zand;Nee;17-4-2017 00:00;91K;Mutaties vanuit projecten;1-1-2070 00:00;5:  5.000 < Tf <= 20.000;C:  Centr bed en licht belast;53;IV;ProRail;Niet van toepassing;1-1-1988 00:00;VL;Objectregistratie (<=1.5m);4,5;44170;;;;Nee;;;Nee;2008-2010;;;;;geogrid + filtervlies;Tensar GEOGRIDS;;
Dataset-Fysiek_object-10658592;10658592;664-308-1000312035;664 Kruising 903-907B 1: 9;Kruising;664;Rotterdam Lombardijen;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;5;Dordrecht;INGB;B;43.100.000;43.134.000;0.034000;M;903-907B;VRIJ;1000;1000;05B;P2308-664;2017825;26-8-2019 00:00;808956;308;B;01:09;1-1-1994 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;410845;Ja;Geen;Niet van toepassing;;WBN;;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-1994 00:00;903-907B;Dataverbetering;1-1-2029 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;RTST;BBK (<=28cm);;;31-12-2020 00:00;31-12-2018 00:00;1-1-2014 00:00;;2.865;23.307;;;NVT;;;FV-2205-110406;;;;
Dataset-Fysiek_object-10265572;10265572;506-308-1000311859;506 Kruising 905K 1: 5;Kruising;506;Amersfoort;Niet van toepassing;Niet van toepassing;4;Randstad Noord;12;Amersfoort;INGB;B;43.946.000;43.946.000;;M;905K;VRIJ;1000;1000;12B;P2208-506;2020155;26-8-2019 00:00;808956;308;B;01:05;1-1-2000 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Switchglides;Steenslag 31,5/50;Hout;414111;Ja;Geen;Nee;WIJZIGEN;RAILPRO;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-2000 00:00;905K;Dataverbetering;1-1-2035 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;AMF;Objectregistratie (<=1.5m);Asymmetrisch;GEEN LTD;;;;;;;Ja;;;;;;;;;
Dataset-Fysiek_object-10266472;10266472;588-308-1000311941;588 Kruising 904K 1: 4;Kruising;588;Amsterdam Dijksgracht;Niet van toepassing;Niet van toepassing;4;Randstad Noord;9;Amsterdam;INGB;B;1.577.000;1.586.000;0.007000;M;904K;VRIJ;1000;1000;09B;P2108-588;2014379;26-8-2019 00:00;808956;308;B;01:04;1-1-1988 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;44170;Ja;Geen;Geen;SANEREN;ONBEKEND;Z-156402;BBK (<=28cm);;;25.800;Ballast op zand;Nee;1-1-1988 00:00;904K;Dataverbetering;1-1-2017 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;29;IV;;;;;;;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-10525595;10525595;927-308-1000311963;927 Kruising 9001K 1: 4,5;Kruising;927;Watergraafsmeer;Niet van toepassing;Niet van toepassing;4;Randstad Noord;11;Weesp;INGB;B;905.314.000;905.322.000;0.008000;M;9001K;VRIJ;1000;1000;11B;P2108-927;2020139;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1994 00:00;ProRail;Indirecte bevestiging;> 25 cm;Zijspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411034;Ja;Geen;Niet van toepassing;WIJZIGEN;Onbekend;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-1994 00:00;9001K;Dataverbetering;1-1-2029 00:00;5:  5.000 < Tf <= 20.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;WGM;Objectregistratie (<=1.5m);4,35;GEEN LTD;31-12-2023 00:00;31-12-2023 00:00;;;;;Ja;;;;"927 Wgm krs 9001K  ""A"" (ts 3009A-3009B)";;;;;
Dataset-Fysiek_object-10961698;10961698;544-308-1000312079;544 Kruising 1077K 1: 7,5;Kruising;544;Breda;Niet van toepassing;Niet van toepassing;3;Zuid;20;Breda;INGB;B;0.267000;0.267000;;M;1077K;VRIJ;1000;1000;20B;P3108-544;;26-8-2019 00:00;808956;308;B;01:07,5;1-1-2008 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;420256;Ja;Geen;Niet van toepassing;WIJZIGEN;KLOOS OVING;;Objectregistratie (<=1.5m);80;;;Ballast op zand;Nee;1-1-2008 00:00;1077K;Dataverbetering;1-1-2053 00:00;3:  40.000 < Tf <= 80.000;B:  Centr bed en middel belast;45;IV;ProRail;;1-1-2008 00:00;BD;Objectregistratie (<=1.5m);4,35;51378-01;;;;;;;Nee;;wis. tek. 51378-01 (KLOOS);;;;;;;
Dataset-Fysiek_object-11483375;11483375;504-308-1000312149;504 Kruising 59K 1: 4,5;Kruising;504;Heerlen;Niet van toepassing;Niet van toepassing;3;Zuid;26;Maastricht;INGB;B;18.249.000;18.249.000;;M;59K;VRIJ;1000;1000;26B;P3208-504;2029325;26-8-2019 00:00;808956;308;B;01:04,5;20-10-2013 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415090;Ja;Geen;Niet van toepassing;WIJZIGEN;KLOOS OVING;M-003900;Objectregistratie (<=1.5m);;;;;Nee;20-10-2013 00:00;59K;Dataverbetering;1-1-2073 00:00;5:  5.000 < Tf <= 20.000;D:  Niet centraal bed. wissel;60;IV;ProRail;Niet van Toepassing;;HRL;Objectregistratie (<=1.5m);4,5;ONBEKEND;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-11587339;11587339;557-308-1000315096;557 Kruising 32-31 1: 4,5;Kruising;557;Terneuzen Aansl.;Niet van toepassing;Niet van toepassing;3;Zuid;18;Goes;INGB;B;28.145.000;28.160.000;0.015000;M;4K;VRIJ;1000;1000;18B;P3208-618;;26-8-2019 00:00;808956;308;B;01:04,5;1800-01-01 00: 00;Derden - Overig;Indirecte bevestiging;> 25 cm;Hoofdspoor;;;;;;;;;;;;;40;;;;;1800-01-01 00: 00;32-31;Dataverbetering;;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;60;;Derden;;;;;;;;;;;;;;;;;Ligt achter een hek, is niet in beheer van ProRail. Daarom beheer +;;;;;
